fasta order,tip_labels,tip_labels_alt1,tip_labels_alt2,processid,detailed_species,species,info_group,info_group_species,BIN,region_NZ,Locality,Source_type,Genus,family,order,sampleid,GMYC_spec,country,region_public,,,,new_labels,,,,,,,,new_labels_subsets
201,NZPL927_17|Polyarthra_dolichoptera,NZPL927-17|Polyarthra_dolichoptera,NZPL927-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL927-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Pukaki`)
202,NZPL928_17|Polyarthra_dolichoptera,NZPL928-17|Polyarthra_dolichoptera,NZPL928-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL928-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:AEC1897,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:28,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:AEC1897`)~(`GMYC:28`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:AEC1897,`)~(`,GMYC:28,`)~(`,Lake Pukaki,`),(`BOLD:AEC1897`)~(`GMYC:28`)~(`Lake Pukaki`)
203,NZPL929_17|Polyarthra_dolichoptera,NZPL929-17|Polyarthra_dolichoptera,NZPL929-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL929-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:25,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:25`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:25,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:25`)~(`Lake Pukaki`)
204,NZPL930_17|Polyarthra_dolichoptera,NZPL930-17|Polyarthra_dolichoptera,NZPL930-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL930-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:25,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:25`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:25,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:25`)~(`Lake Pukaki`)
205,NZPL931_17|Polyarthra_dolichoptera,NZPL931-17|Polyarthra_dolichoptera,NZPL931-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL931-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:26,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:26`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:26,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:26`)~(`Lake Pukaki`)
206,NZPL932_17|Polyarthra_dolichoptera,NZPL932-17|Polyarthra_dolichoptera,NZPL932-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL932-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:25,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:25`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:25,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:25`)~(`Lake Pukaki`)
207,NZPL933_17|Polyarthra_dolichoptera,NZPL933-17|Polyarthra_dolichoptera,NZPL933-17_Polyarthra-dolichoptera_Lake_Pukaki,NZPL933-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ADH5862,south island,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:28,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ADH5862`)~(`GMYC:28`)~(`south island`)~(`Lake Pukaki`),(`,BOLD:ADH5862,`)~(`,GMYC:28,`)~(`,Lake Pukaki,`),(`BOLD:ADH5862`)~(`GMYC:28`)~(`Lake Pukaki`)
208,NZPLA046_11|Trichocerca_similis,NZPLA046-11|Trichocerca_similis,NZPLA046-11_Trichocerca-similis_Chapel_Lake,NZPLA046-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAN0349,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:4,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAN0349`)~(`GMYC:4`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAN0349,`)~(`,GMYC:4,`)~(`,Chapel Lake,`),(`BOLD:AAN0349`)~(`GMYC:4`)~(`Chapel Lake`)
209,NZPLA073_13|Hexarthra_intermedia,NZPLA073-13|Hexarthra_intermedia,NZPLA073-13_Hexarthra-intermedia_Lake_Waahi,NZPLA073-13,Hexarthra-intermedia,Hexarthra intermedia,Hexarthra,Hexarthra intermedia,BOLD:AAU5719,north island,Lake Waahi,DS-NZROT,Hexarthra,Hexarthridae,Flosculariacea,NA,GMYC:71,NA,NA,italic(`,`)~(`,`),italic(`Hexarthra intermedia`)~(`BOLD:AAU5719`)~(`GMYC:71`)~(`north island`)~(`Lake Waahi`),(`,BOLD:AAU5719,`)~(`,GMYC:71,`)~(`,Lake Waahi,`),(`BOLD:AAU5719`)~(`GMYC:71`)~(`Lake Waahi`)
210,NZPLR001_10|Platyias_quadricornis,NZPLR001-10|Platyias_quadricornis,NZPLR001-10_Platyias-quadricornis_Turtle_Lake,NZPLR001-10,Platyias-quadricornis,Platyias quadricornis,Platyias,Platyias quadricornis,BOLD:AAN1828,north island,Turtle Lake,DS-NZROT,Platyias,Brachionidae,Ploima,NA,GMYC:15,NA,NA,italic(`,`)~(`,`),italic(`Platyias quadricornis`)~(`BOLD:AAN1828`)~(`GMYC:15`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAN1828,`)~(`,GMYC:15,`)~(`,Turtle Lake,`),(`BOLD:AAN1828`)~(`GMYC:15`)~(`Turtle Lake`)
211,NZPLR002_10|Trichocerca_,NZPLR002-10|Trichocerca_,NZPLR002-10_Trichocerca_Turtle-Lake,NZPLR002-10,Trichocerca,Trichocerca sp.,Trichocerca,Trichocerca sp.,BOLD:AAM9636,north island,Turtle Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:96,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca sp.`)~(`BOLD:AAM9636`)~(`GMYC:96`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAM9636,`)~(`,GMYC:96,`)~(`,Turtle Lake,`),(`BOLD:AAM9636`)~(`GMYC:96`)~(`Turtle Lake`)
212,NZPLR003_10|Trichocerca_similis,NZPLR003-10|Trichocerca_similis,NZPLR003-10_Trichocerca-similis_Turtle_Lake,NZPLR003-10,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAN0349,north island,Turtle Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:4,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAN0349`)~(`GMYC:4`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAN0349,`)~(`,GMYC:4,`)~(`,Turtle Lake,`),(`BOLD:AAN0349`)~(`GMYC:4`)~(`Turtle Lake`)
213,NZPLR004_10|Keratella_cochlearis,NZPLR004-10|Keratella_cochlearis,NZPLR004-10_Keratella-cochlearis_Turtle_Lake,NZPLR004-10,Keratella-cochlearis,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAM3256,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:111,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAM3256`)~(`GMYC:111`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAM3256,`)~(`,GMYC:111,`)~(`,Turtle Lake,`),(`BOLD:AAM3256`)~(`GMYC:111`)~(`Turtle Lake`)
214,NZPLR005_10|Synchaeta_oblonga,NZPLR005-10|Synchaeta_oblonga,NZPLR005-10_Synchaeta-oblonga_Turtle_Lake,NZPLR005-10,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta,Synchaeta oblonga,BOLD:AAM9605,north island,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:131,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta oblonga`)~(`BOLD:AAM9605`)~(`GMYC:131`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAM9605,`)~(`,GMYC:131,`)~(`,Turtle Lake,`),(`BOLD:AAM9605`)~(`GMYC:131`)~(`Turtle Lake`)
215,NZPLR006_10|Pompholyx_complanata,NZPLR006-10|Pompholyx_complanata,NZPLR006-10_Pompholyx-complanata_Turtle_Lake,NZPLR006-10,Pompholyx-complanata,Pompholyx complanata,Pompholyx,Pompholyx complanata,BOLD:AAY3463,north island,Turtle Lake,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,GMYC:65,NA,NA,italic(`,`)~(`,`),italic(`Pompholyx complanata`)~(`BOLD:AAY3463`)~(`GMYC:65`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAY3463,`)~(`,GMYC:65,`)~(`,Turtle Lake,`),(`BOLD:AAY3463`)~(`GMYC:65`)~(`Turtle Lake`)
216,NZPLR007_10|Keratella_procurva,NZPLR007-10|Keratella_procurva,NZPLR007-10_Keratella-procurva_Turtle_Lake,NZPLR007-10,Keratella-procurva,Keratella procurva,Keratella,Keratella procurva,BOLD:AAM5102,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:48,NA,NA,italic(`,`)~(`,`),italic(`Keratella procurva`)~(`BOLD:AAM5102`)~(`GMYC:48`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAM5102,`)~(`,GMYC:48,`)~(`,Turtle Lake,`),(`BOLD:AAM5102`)~(`GMYC:48`)~(`Turtle Lake`)
217,NZPLR008_11|Asplanchna_sieboldi,NZPLR008-11|Asplanchna_sieboldi,NZPLR008-11_Asplanchna-sieboldi_Jubilee_Pond,NZPLR008-11,Asplanchna-sieboldi,Asplanchna sieboldi,Asplanchna,Asplanchna sieboldi,BOLD:AAV0423,north island,Jubilee Pond,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:64,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna sieboldi`)~(`BOLD:AAV0423`)~(`GMYC:64`)~(`north island`)~(`Jubilee Pond`),(`,BOLD:AAV0423,`)~(`,GMYC:64,`)~(`,Jubilee Pond,`),(`BOLD:AAV0423`)~(`GMYC:64`)~(`Jubilee Pond`)
218,NZPLR009_11|Trichocerca_similis,NZPLR009-11|Trichocerca_similis,NZPLR009-11_Trichocerca-similis_Chapel_Lake,NZPLR009-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
219,NZPLR010_11|Brachionus_calyciflorus,NZPLR010-11|Brachionus_calyciflorus,NZPLR010-11_Brachionus-calyciflorus_Chapel_Lake,NZPLR010-11,Brachionus-calyciflorus,Brachionus calyciflorus,Brachionus,Brachionus calyciflorus,BOLD:AAT8862,north island,Chapel Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:18,NA,NA,italic(`,`)~(`,`),italic(`Brachionus calyciflorus`)~(`BOLD:AAT8862`)~(`GMYC:18`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAT8862,`)~(`,GMYC:18,`)~(`,Chapel Lake,`),(`BOLD:AAT8862`)~(`GMYC:18`)~(`Chapel Lake`)
220,NZPLR011_11|Keratella_tropica,NZPLR011-11|Keratella_tropica,NZPLR011-11_Keratella-tropica_Turtle_Lake,NZPLR011-11,Keratella-tropica,Keratella tropica,Keratella,Keratella tropica,BOLD:AAU3067,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:47,NA,NA,italic(`,`)~(`,`),italic(`Keratella tropica`)~(`BOLD:AAU3067`)~(`GMYC:47`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAU3067,`)~(`,GMYC:47,`)~(`,Turtle Lake,`),(`BOLD:AAU3067`)~(`GMYC:47`)~(`Turtle Lake`)
221,NZPLR012_11|Keratella_tropica,NZPLR012-11|Keratella_tropica,NZPLR012-11_Keratella-tropica_Turtle_Lake,NZPLR012-11,Keratella-tropica,Keratella tropica,Keratella,Keratella tropica,BOLD:AAU3067,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:47,NA,NA,italic(`,`)~(`,`),italic(`Keratella tropica`)~(`BOLD:AAU3067`)~(`GMYC:47`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAU3067,`)~(`,GMYC:47,`)~(`,Turtle Lake,`),(`BOLD:AAU3067`)~(`GMYC:47`)~(`Turtle Lake`)
222,NZPLR013_11|Hexarthra_intermedia,NZPLR013-11|Hexarthra_intermedia,NZPLR013-11_Hexarthra-intermedia_Turtle_Lake,NZPLR013-11,Hexarthra-intermedia,Hexarthra intermedia,Hexarthra,Hexarthra intermedia,BOLD:AAU5719,north island,Turtle Lake,DS-NZROT,Hexarthra,Hexarthridae,Flosculariacea,NA,GMYC:71,NA,NA,italic(`,`)~(`,`),italic(`Hexarthra intermedia`)~(`BOLD:AAU5719`)~(`GMYC:71`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAU5719,`)~(`,GMYC:71,`)~(`,Turtle Lake,`),(`BOLD:AAU5719`)~(`GMYC:71`)~(`Turtle Lake`)
223,NZPLR014_11|Brachionus_calyciflorus,NZPLR014-11|Brachionus_calyciflorus,NZPLR014-11_Brachionus-calyciflorus_Turtle_Lake,NZPLR014-11,Brachionus-calyciflorus,Brachionus calyciflorus,Brachionus,Brachionus calyciflorus,BOLD:AAT8863,north island,Turtle Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:19,NA,NA,italic(`,`)~(`,`),italic(`Brachionus calyciflorus`)~(`BOLD:AAT8863`)~(`GMYC:19`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAT8863,`)~(`,GMYC:19,`)~(`,Turtle Lake,`),(`BOLD:AAT8863`)~(`GMYC:19`)~(`Turtle Lake`)
224,NZPLR015_11|Asplanchna_sieboldi,NZPLR015-11|Asplanchna_sieboldi,NZPLR015-11_Asplanchna-sieboldi_Turtle_Lake,NZPLR015-11,Asplanchna-sieboldi,Asplanchna sieboldi,Asplanchna,Asplanchna sieboldi,BOLD:AAV0423,north island,Turtle Lake,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:64,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna sieboldi`)~(`BOLD:AAV0423`)~(`GMYC:64`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAV0423,`)~(`,GMYC:64,`)~(`,Turtle Lake,`),(`BOLD:AAV0423`)~(`GMYC:64`)~(`Turtle Lake`)
225,NZPLR016_11|Asplanchna_sieboldi,NZPLR016-11|Asplanchna_sieboldi,NZPLR016-11_Asplanchna-sieboldi_Turtle_Lake,NZPLR016-11,Asplanchna-sieboldi,Asplanchna sieboldi,Asplanchna,Asplanchna sieboldi,BOLD:AAV0423,north island,Turtle Lake,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:64,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna sieboldi`)~(`BOLD:AAV0423`)~(`GMYC:64`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAV0423,`)~(`,GMYC:64,`)~(`,Turtle Lake,`),(`BOLD:AAV0423`)~(`GMYC:64`)~(`Turtle Lake`)
226,NZPLR017_11|Brachionus_quadridentatus,NZPLR017-11|Brachionus_quadridentatus,NZPLR017-11_Brachionus-quadridentatus_Turtle_Lake,NZPLR017-11,Brachionus-quadridentatus,Brachionus quadridentatus,Brachionus,Brachionus quadridentatus,BOLD:AAT9963,north island,Turtle Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:17,NA,NA,italic(`,`)~(`,`),italic(`Brachionus quadridentatus`)~(`BOLD:AAT9963`)~(`GMYC:17`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAT9963,`)~(`,GMYC:17,`)~(`,Turtle Lake,`),(`BOLD:AAT9963`)~(`GMYC:17`)~(`Turtle Lake`)
227,NZPLR018_11|Keratella_tropica,NZPLR018-11|Keratella_tropica,NZPLR018-11_Keratella-tropica_Knighton_Lake,NZPLR018-11,Keratella-tropica,Keratella tropica,Keratella,Keratella tropica,BOLD:AAU3067,north island,Knighton Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:47,NA,NA,italic(`,`)~(`,`),italic(`Keratella tropica`)~(`BOLD:AAU3067`)~(`GMYC:47`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAU3067,`)~(`,GMYC:47,`)~(`,Knighton Lake,`),(`BOLD:AAU3067`)~(`GMYC:47`)~(`Knighton Lake`)
228,NZPLR019_11|Synchaeta_pectinata,NZPLR019-11|Synchaeta_pectinata,NZPLR019-11_Synchaeta-pectinata_Chapel_Lake,NZPLR019-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:AAW0345,north island,Chapel Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:56,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:AAW0345`)~(`GMYC:56`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAW0345,`)~(`,GMYC:56,`)~(`,Chapel Lake,`),(`BOLD:AAW0345`)~(`GMYC:56`)~(`Chapel Lake`)
229,NZPLR020_11|Synchaeta_pectinata,NZPLR020-11|Synchaeta_pectinata,NZPLR020-11_Synchaeta-pectinata_Chapel_Lake,NZPLR020-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:AAW0345,north island,Chapel Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:56,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:AAW0345`)~(`GMYC:56`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAW0345,`)~(`,GMYC:56,`)~(`,Chapel Lake,`),(`BOLD:AAW0345`)~(`GMYC:56`)~(`Chapel Lake`)
230,NZPLR021_11|Synchaeta_pectinata,NZPLR021-11|Synchaeta_pectinata,NZPLR021-11_Synchaeta-pectinata_Chapel_Lake,NZPLR021-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:AAW0345,north island,Chapel Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:56,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:AAW0345`)~(`GMYC:56`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAW0345,`)~(`,GMYC:56,`)~(`,Chapel Lake,`),(`BOLD:AAW0345`)~(`GMYC:56`)~(`Chapel Lake`)
231,NZPLR022_11|Asplanchna_priodonta,NZPLR022-11|Asplanchna_priodonta,NZPLR022-11_Asplanchna-priodonta_Chapel_Lake,NZPLR022-11,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Chapel Lake,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:62,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:62`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAZ3168,`)~(`,GMYC:62,`)~(`,Chapel Lake,`),(`BOLD:AAZ3168`)~(`GMYC:62`)~(`Chapel Lake`)
232,NZPLR024_11|Asplanchna_priodonta,NZPLR024-11|Asplanchna_priodonta,NZPLR024-11_Asplanchna-priodonta_Chapel_Lake,NZPLR024-11,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Chapel Lake,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:62,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:62`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAZ3168,`)~(`,GMYC:62,`)~(`,Chapel Lake,`),(`BOLD:AAZ3168`)~(`GMYC:62`)~(`Chapel Lake`)
233,NZPLR028_11|Synchaeta_oblonga,NZPLR028-11|Synchaeta_oblonga,NZPLR028-11_Synchaeta-oblonga_Knighton_Lake,NZPLR028-11,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta,Synchaeta oblonga,BOLD:AAZ4951,north island,Knighton Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:54,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta oblonga`)~(`BOLD:AAZ4951`)~(`GMYC:54`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAZ4951,`)~(`,GMYC:54,`)~(`,Knighton Lake,`),(`BOLD:AAZ4951`)~(`GMYC:54`)~(`Knighton Lake`)
234,NZPLR030_11|Synchaeta_oblonga,NZPLR030-11|Synchaeta_oblonga,NZPLR030-11_Synchaeta-oblonga_Knighton_Lake,NZPLR030-11,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta,Synchaeta oblonga,BOLD:AAZ4951,north island,Knighton Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:54,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta oblonga`)~(`BOLD:AAZ4951`)~(`GMYC:54`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAZ4951,`)~(`,GMYC:54,`)~(`,Knighton Lake,`),(`BOLD:AAZ4951`)~(`GMYC:54`)~(`Knighton Lake`)
235,NZPLR039_11|Keratella_cochlearis,NZPLR039-11|Keratella_cochlearis,NZPLR039-11_Keratella-tecta_Knighton_Lake,NZPLR039-11,Keratella-tecta,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Knighton Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:41,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:41`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAZ5138,`)~(`,GMYC:41,`)~(`,Knighton Lake,`),(`BOLD:AAZ5138`)~(`GMYC:41`)~(`Knighton Lake`)
236,NZPLR045_11|Lecane_lunaris,NZPLR045-11|Lecane_lunaris,NZPLR045-11_Lecane-lunaris_Pathways_College_Pond,NZPLR045-11,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:AAZ3847,north island,Pathways College Pond,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:38,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:AAZ3847`)~(`GMYC:38`)~(`north island`)~(`Pathways College Pond`),(`,BOLD:AAZ3847,`)~(`,GMYC:38,`)~(`,Pathways College Pond,`),(`BOLD:AAZ3847`)~(`GMYC:38`)~(`Pathways College Pond`)
237,NZPLR051_11|Brachionus_angularis,NZPLR051-11|Brachionus_angularis,NZPLR051-11_Brachionus-angularis_Knighton_Lake,NZPLR051-11,Brachionus-angularis,Brachionus angularis,Brachionus,Brachionus angularis,BOLD:AAZ3874,north island,Knighton Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:21,NA,NA,italic(`,`)~(`,`),italic(`Brachionus angularis`)~(`BOLD:AAZ3874`)~(`GMYC:21`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAZ3874,`)~(`,GMYC:21,`)~(`,Knighton Lake,`),(`BOLD:AAZ3874`)~(`GMYC:21`)~(`Knighton Lake`)
238,NZPLR053_11|Trichocerca_similis,NZPLR053-11|Trichocerca_similis,NZPLR053-11_Trichocerca-similis_Chapel_Lake,NZPLR053-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
239,NZPLR054_11|Trichocerca_similis,NZPLR054-11|Trichocerca_similis,NZPLR054-11_Trichocerca-similis_Chapel_Lake,NZPLR054-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
240,NZPLR055_11|Trichocerca_similis,NZPLR055-11|Trichocerca_similis,NZPLR055-11_Trichocerca-similis_Chapel_Lake,NZPLR055-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
