fasta order,tip_labels,tip_labels_xx,processid,species,species_name_tidy,species_name_barcode_gap,Locality,Source_type,Genus,family,order,sampleid,bin_uri,genus_name,species_name,country,region,tip_labels_previous,new_names_public,new_names_NZ,new_labels
189,NZPL912_17|Polyarthra_dolichoptera,NZPL912-17|Polyarthra_dolichoptera,NZPL912-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL912-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL912-17)(NA),Polyarthra-dolichoptera (NZPL912-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL912-17)(Lake Tekapo)
190,NZPL913_17|Polyarthra_dolichoptera,NZPL913-17|Polyarthra_dolichoptera,NZPL913-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL913-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL913-17)(NA),Polyarthra-dolichoptera (NZPL913-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL913-17)(Lake Tekapo)
191,NZPL914_17|Polyarthra_dolichoptera,NZPL914-17|Polyarthra_dolichoptera,NZPL914-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL914-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL914-17)(NA),Polyarthra-dolichoptera (NZPL914-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL914-17)(Lake Tekapo)
192,NZPL915_17|Polyarthra_dolichoptera,NZPL915-17|Polyarthra_dolichoptera,NZPL915-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Tekapo,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL915-17_Polyarthra-dolichoptera_Lake_Tekapo,Polyarthra-dolichoptera (NA)(NZPL915-17)(NA),Polyarthra-dolichoptera (NZPL915-17)(Lake Tekapo),Polyarthra-dolichoptera (NZPL915-17)(Lake Tekapo)
193,NZPL918_17|Polyarthra_dolichoptera,NZPL918-17|Polyarthra_dolichoptera,NZPL918-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL918-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL918-17)(NA),Polyarthra-dolichoptera (NZPL918-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL918-17)(Lake Pukaki)
194,NZPL919_17|Polyarthra_dolichoptera,NZPL919-17|Polyarthra_dolichoptera,NZPL919-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL919-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL919-17)(NA),Polyarthra-dolichoptera (NZPL919-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL919-17)(Lake Pukaki)
195,NZPL920_17|Polyarthra_dolichoptera,NZPL920-17|Polyarthra_dolichoptera,NZPL920-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL920-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL920-17)(NA),Polyarthra-dolichoptera (NZPL920-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL920-17)(Lake Pukaki)
196,NZPL921_17|Polyarthra_dolichoptera,NZPL921-17|Polyarthra_dolichoptera,NZPL921-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL921-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL921-17)(NA),Polyarthra-dolichoptera (NZPL921-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL921-17)(Lake Pukaki)
197,NZPL923_17|Polyarthra_dolichoptera,NZPL923-17|Polyarthra_dolichoptera,NZPL923-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL923-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL923-17)(NA),Polyarthra-dolichoptera (NZPL923-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL923-17)(Lake Pukaki)
198,NZPL924_17|Polyarthra_dolichoptera,NZPL924-17|Polyarthra_dolichoptera,NZPL924-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL924-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL924-17)(NA),Polyarthra-dolichoptera (NZPL924-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL924-17)(Lake Pukaki)
199,NZPL925_17|Polyarthra_dolichoptera,NZPL925-17|Polyarthra_dolichoptera,NZPL925-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL925-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL925-17)(NA),Polyarthra-dolichoptera (NZPL925-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL925-17)(Lake Pukaki)
200,NZPL926_17|Polyarthra_dolichoptera,NZPL926-17|Polyarthra_dolichoptera,NZPL926-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL926-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL926-17)(NA),Polyarthra-dolichoptera (NZPL926-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL926-17)(Lake Pukaki)
201,NZPL927_17|Polyarthra_dolichoptera,NZPL927-17|Polyarthra_dolichoptera,NZPL927-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL927-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL927-17)(NA),Polyarthra-dolichoptera (NZPL927-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL927-17)(Lake Pukaki)
202,NZPL928_17|Polyarthra_dolichoptera,NZPL928-17|Polyarthra_dolichoptera,NZPL928-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:AEC1897,NA,NA,NA,NA,NZPL928-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL928-17)(NA),Polyarthra-dolichoptera (NZPL928-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL928-17)(Lake Pukaki)
203,NZPL929_17|Polyarthra_dolichoptera,NZPL929-17|Polyarthra_dolichoptera,NZPL929-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL929-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL929-17)(NA),Polyarthra-dolichoptera (NZPL929-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL929-17)(Lake Pukaki)
204,NZPL930_17|Polyarthra_dolichoptera,NZPL930-17|Polyarthra_dolichoptera,NZPL930-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL930-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL930-17)(NA),Polyarthra-dolichoptera (NZPL930-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL930-17)(Lake Pukaki)
205,NZPL931_17|Polyarthra_dolichoptera,NZPL931-17|Polyarthra_dolichoptera,NZPL931-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL931-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL931-17)(NA),Polyarthra-dolichoptera (NZPL931-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL931-17)(Lake Pukaki)
206,NZPL932_17|Polyarthra_dolichoptera,NZPL932-17|Polyarthra_dolichoptera,NZPL932-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL932-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL932-17)(NA),Polyarthra-dolichoptera (NZPL932-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL932-17)(Lake Pukaki)
207,NZPL933_17|Polyarthra_dolichoptera,NZPL933-17|Polyarthra_dolichoptera,NZPL933-17,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Lake Pukaki,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ADH5862,NA,NA,NA,NA,NZPL933-17_Polyarthra-dolichoptera_Lake_Pukaki,Polyarthra-dolichoptera (NA)(NZPL933-17)(NA),Polyarthra-dolichoptera (NZPL933-17)(Lake Pukaki),Polyarthra-dolichoptera (NZPL933-17)(Lake Pukaki)
244,NZPLR068_11|Polyarthra_dolichoptera,NZPLR068-11|Polyarthra_dolichoptera,NZPLR068-11,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Turtle Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:AAZ5884,NA,NA,NA,NA,NZPLR068-11_Polyarthra-dolichoptera_Turtle_Lake,Polyarthra-dolichoptera (NA)(NZPLR068-11)(NA),Polyarthra-dolichoptera (NZPLR068-11)(Turtle Lake),Polyarthra-dolichoptera (NZPLR068-11)(Turtle Lake)
245,NZPLR070_11|Polyarthra_dolichoptera,NZPLR070-11|Polyarthra_dolichoptera,NZPLR070-11,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Turtle Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:AAZ5884,NA,NA,NA,NA,NZPLR070-11_Polyarthra-dolichoptera_Turtle_Lake,Polyarthra-dolichoptera (NA)(NZPLR070-11)(NA),Polyarthra-dolichoptera (NZPLR070-11)(Turtle Lake),Polyarthra-dolichoptera (NZPLR070-11)(Turtle Lake)
273,NZPLR197_12|Polyarthra_dolichoptera,NZPLR197-12|Polyarthra_dolichoptera,NZPLR197-12,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Chapel Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ACA3159,NA,NA,NA,NA,NZPLR197-12_Polyarthra-dolichoptera_Chapel_Lake,Polyarthra-dolichoptera (NA)(NZPLR197-12)(NA),Polyarthra-dolichoptera (NZPLR197-12)(Chapel Lake),Polyarthra-dolichoptera (NZPLR197-12)(Chapel Lake)
274,NZPLR198_12|Polyarthra_dolichoptera,NZPLR198-12|Polyarthra_dolichoptera,NZPLR198-12,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,Chapel Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,BOLD:ACA3159,NA,NA,NA,NA,NZPLR198-12_Polyarthra-dolichoptera_Chapel_Lake,Polyarthra-dolichoptera (NA)(NZPLR198-12)(NA),Polyarthra-dolichoptera (NZPLR198-12)(Chapel Lake),Polyarthra-dolichoptera (NZPLR198-12)(Chapel Lake)
215,NZPLR006_10|Pompholyx_complanata,NZPLR006-10|Pompholyx_complanata,NZPLR006-10,Pompholyx-complanata,Pompholyx complanata,Pompholyx complanata,Turtle Lake,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,BOLD:AAY3463,NA,NA,NA,NA,NZPLR006-10_Pompholyx-complanata_Turtle_Lake,Pompholyx-complanata (NA)(NZPLR006-10)(NA),Pompholyx-complanata (NZPLR006-10)(Turtle Lake),Pompholyx-complanata (NZPLR006-10)(Turtle Lake)
331,NZPLR391_14|Pompholyx_complanata,NZPLR391-14|Pompholyx_complanata,NZPLR391-14,Pompholyx-complanata,Pompholyx complanata,Pompholyx complanata,Lake Rotoehu,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,BOLD:AAY3463,NA,NA,NA,NA,NZPLR391-14_Pompholyx-complanata_Lake_Rotoehu,Pompholyx-complanata (NA)(NZPLR391-14)(NA),Pompholyx-complanata (NZPLR391-14)(Lake Rotoehu),Pompholyx-complanata (NZPLR391-14)(Lake Rotoehu)
332,NZPLR392_14|Pompholyx_complanata,NZPLR392-14|Pompholyx_complanata,NZPLR392-14,Pompholyx-complanata,Pompholyx complanata,Pompholyx complanata,Lake Rotoehu,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,BOLD:AAY3463,NA,NA,NA,NA,NZPLR392-14_Pompholyx-complanata_Lake_Rotoehu,Pompholyx-complanata (NA)(NZPLR392-14)(NA),Pompholyx-complanata (NZPLR392-14)(Lake Rotoehu),Pompholyx-complanata (NZPLR392-14)(Lake Rotoehu)
333,NZPLR413_14|Pompholyx_complanata,NZPLR413-14|Pompholyx_complanata,NZPLR413-14,Pompholyx-complanata,Pompholyx complanata,Pompholyx complanata,Lake Mangakaware,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,BOLD:AAY3463,NA,NA,NA,NA,NZPLR413-14_Pompholyx-complanata_Lake_Mangakaware,Pompholyx-complanata (NA)(NZPLR413-14)(NA),Pompholyx-complanata (NZPLR413-14)(Lake Mangakaware),Pompholyx-complanata (NZPLR413-14)(Lake Mangakaware)
334,NZPLR414_14|Pompholyx_complanata,NZPLR414-14|Pompholyx_complanata,NZPLR414-14,Pompholyx-complanata,Pompholyx complanata,Pompholyx complanata,Lake Mangakaware,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,BOLD:AAY3463,NA,NA,NA,NA,NZPLR414-14_Pompholyx-complanata_Lake_Mangakaware,Pompholyx-complanata (NA)(NZPLR414-14)(NA),Pompholyx-complanata (NZPLR414-14)(Lake Mangakaware),Pompholyx-complanata (NZPLR414-14)(Lake Mangakaware)
335,NZPLR416_14|Pompholyx_complanata,NZPLR416-14|Pompholyx_complanata,NZPLR416-14,Pompholyx complanata,Pompholyx complanata,Pompholyx complanata,,DS-NZROT,Pompholyx,Testudinellidae,Flosculariacea,NA,BOLD:AAY3463,NA,NA,NA,NZPLR416-14_Pompholyx-complanata_Lake_Mangakaware,Pompholyx-complanata (NA)(NZPLR416-14)(NA),Pompholyx-complanata (NZPLR416-14)(Lake Mangakaware),Pompholyx-complanata (NZPLR416-14)(Lake Mangakaware),
115,NZPL539_12|Squatinella_mutica,NZPL539-12|Squatinella_mutica,NZPL539-12,Squatinella-mutica,Squatinella mutica,Squatinella mutica,Stagnant Pond,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,BOLD:ABV0111,NA,NA,NA,NA,NZPL539-12_Squatinella-mutica_Stagnant_Pond,Squatinella-mutica (NA)(NZPL539-12)(NA),Squatinella-mutica (NZPL539-12)(Stagnant Pond),Squatinella-mutica (NZPL539-12)(Stagnant Pond)
265,NZPLR187_12|Squatinella_mutica,NZPLR187-12|Squatinella_mutica,NZPLR187-12,Squatinella-mutica,Squatinella mutica,Squatinella mutica,Experimental Ponds,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,BOLD:ABV0111,NA,NA,NA,NA,NZPLR187-12_Squatinella-mutica_Experimental_Ponds,Squatinella-mutica (NA)(NZPLR187-12)(NA),Squatinella-mutica (NZPLR187-12)(Experimental Ponds),Squatinella-mutica (NZPLR187-12)(Experimental Ponds)
266,NZPLR188_12|Squatinella_mutica,NZPLR188-12|Squatinella_mutica,NZPLR188-12,Squatinella-mutica,Squatinella mutica,Squatinella mutica,Experimental Ponds,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,BOLD:ABV0111,NA,NA,NA,NA,NZPLR188-12_Squatinella-mutica_Experimental_Ponds,Squatinella-mutica (NA)(NZPLR188-12)(NA),Squatinella-mutica (NZPLR188-12)(Experimental Ponds),Squatinella-mutica (NZPLR188-12)(Experimental Ponds)
291,NZPLR219_13|Squatinella_mutica,NZPLR219-13|Squatinella_mutica,NZPLR219-13,Squatinella-mutica,Squatinella mutica,Squatinella mutica,University of Waikato aquarium,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,BOLD:ACC7127,NA,NA,NA,NA,NZPLR219-13_Squatinella-mutica_University_of_Waikato_aquarium,Squatinella-mutica (NA)(NZPLR219-13)(NA),Squatinella-mutica (NZPLR219-13)(University of Waikato aquarium),Squatinella-mutica (NZPLR219-13)(University of Waikato aquarium)
214,NZPLR005_10|Synchaeta_oblonga,NZPLR005-10|Synchaeta_oblonga,NZPLR005-10,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta oblonga,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAM9605,NA,NA,NA,NA,NZPLR005-10_Synchaeta-oblonga_Turtle_Lake,Synchaeta-oblonga (NA)(NZPLR005-10)(NA),Synchaeta-oblonga (NZPLR005-10)(Turtle Lake),Synchaeta-oblonga (NZPLR005-10)(Turtle Lake)
228,NZPLR019_11|Synchaeta_pectinata,NZPLR019-11|Synchaeta_pectinata,NZPLR019-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Chapel Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAW0345,NA,NA,NA,NA,NZPLR019-11_Synchaeta-pectinata_Chapel_Lake,Synchaeta-pectinata (NA)(NZPLR019-11)(NA),Synchaeta-pectinata (NZPLR019-11)(Chapel Lake),Synchaeta-pectinata (NZPLR019-11)(Chapel Lake)
229,NZPLR020_11|Synchaeta_pectinata,NZPLR020-11|Synchaeta_pectinata,NZPLR020-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Chapel Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAW0345,NA,NA,NA,NA,NZPLR020-11_Synchaeta-pectinata_Chapel_Lake,Synchaeta-pectinata (NA)(NZPLR020-11)(NA),Synchaeta-pectinata (NZPLR020-11)(Chapel Lake),Synchaeta-pectinata (NZPLR020-11)(Chapel Lake)
230,NZPLR021_11|Synchaeta_pectinata,NZPLR021-11|Synchaeta_pectinata,NZPLR021-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Chapel Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAW0345,NA,NA,NA,NA,NZPLR021-11_Synchaeta-pectinata_Chapel_Lake,Synchaeta-pectinata (NA)(NZPLR021-11)(NA),Synchaeta-pectinata (NZPLR021-11)(Chapel Lake),Synchaeta-pectinata (NZPLR021-11)(Chapel Lake)
233,NZPLR028_11|Synchaeta_oblonga,NZPLR028-11|Synchaeta_oblonga,NZPLR028-11,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta oblonga,Knighton Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAZ4951,NA,NA,NA,NA,NZPLR028-11_Synchaeta-oblonga_Knighton_Lake,Synchaeta-oblonga (NA)(NZPLR028-11)(NA),Synchaeta-oblonga (NZPLR028-11)(Knighton Lake),Synchaeta-oblonga (NZPLR028-11)(Knighton Lake)
234,NZPLR030_11|Synchaeta_oblonga,NZPLR030-11|Synchaeta_oblonga,NZPLR030-11,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta oblonga,Knighton Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAZ4951,NA,NA,NA,NA,NZPLR030-11_Synchaeta-oblonga_Knighton_Lake,Synchaeta-oblonga (NA)(NZPLR030-11)(NA),Synchaeta-oblonga (NZPLR030-11)(Knighton Lake),Synchaeta-oblonga (NZPLR030-11)(Knighton Lake)
246,NZPLR071_11|Synchaeta_pectinata,NZPLR071-11|Synchaeta_pectinata,NZPLR071-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAW0345,NA,NA,NA,NA,NZPLR071-11_Synchaeta-pectinata_Turtle_Lake,Synchaeta-pectinata (NA)(NZPLR071-11)(NA),Synchaeta-pectinata (NZPLR071-11)(Turtle Lake),Synchaeta-pectinata (NZPLR071-11)(Turtle Lake)
247,NZPLR072_11|Synchaeta_pectinata,NZPLR072-11|Synchaeta_pectinata,NZPLR072-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAW0345,NA,NA,NA,NA,NZPLR072-11_Synchaeta-pectinata_Turtle_Lake,Synchaeta-pectinata (NA)(NZPLR072-11)(NA),Synchaeta-pectinata (NZPLR072-11)(Turtle Lake),Synchaeta-pectinata (NZPLR072-11)(Turtle Lake)
248,NZPLR074_11|Synchaeta_pectinata,NZPLR074-11|Synchaeta_pectinata,NZPLR074-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAW0345,NA,NA,NA,NA,NZPLR074-11_Synchaeta-pectinata_Turtle_Lake,Synchaeta-pectinata (NA)(NZPLR074-11)(NA),Synchaeta-pectinata (NZPLR074-11)(Turtle Lake),Synchaeta-pectinata (NZPLR074-11)(Turtle Lake)
252,NZPLR107_11|Synchaeta_sp.,NZPLR107-11|Synchaeta_sp.,NZPLR107-11,Synchaeta-sp.,Synchaeta sp.,Synchaeta sp.,Jubilee Pond,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:AAZ9010,NA,NA,NA,NA,NZPLR107-11_Synchaeta-sp._Jubilee_Pond,Synchaeta-sp. (NA)(NZPLR107-11)(NA),Synchaeta-sp. (NZPLR107-11)(Jubilee Pond),Synchaeta-sp. (NZPLR107-11)(Jubilee Pond)
263,NZPLR185_12|Synchaeta_oblonga,NZPLR185-12|Synchaeta_oblonga,NZPLR185-12,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta oblonga,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACA2798,NA,NA,NA,NA,NZPLR185-12_Synchaeta-oblonga_Turtle_Lake,Synchaeta-oblonga (NA)(NZPLR185-12)(NA),Synchaeta-oblonga (NZPLR185-12)(Turtle Lake),Synchaeta-oblonga (NZPLR185-12)(Turtle Lake)
264,NZPLR186_12|Synchaeta_oblonga,NZPLR186-12|Synchaeta_oblonga,NZPLR186-12,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta oblonga,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACA2798,NA,NA,NA,NA,NZPLR186-12_Synchaeta-oblonga_Turtle_Lake,Synchaeta-oblonga (NA)(NZPLR186-12)(NA),Synchaeta-oblonga (NZPLR186-12)(Turtle Lake),Synchaeta-oblonga (NZPLR186-12)(Turtle Lake)
281,NZPLR208_12|Synchaeta_pectinata,NZPLR208-12|Synchaeta_pectinata,NZPLR208-12,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Lake Okataina,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACB9845,NA,NA,NA,NA,NZPLR208-12_Synchaeta-pectinata_Lake_Okataina,Synchaeta-pectinata (NA)(NZPLR208-12)(NA),Synchaeta-pectinata (NZPLR208-12)(Lake Okataina),Synchaeta-pectinata (NZPLR208-12)(Lake Okataina)
283,NZPLR210_12|Synchaeta_pectinata,NZPLR210-12|Synchaeta_pectinata,NZPLR210-12,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta pectinata,Lake Rotoma,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACB9930,NA,NA,NA,NA,NZPLR210-12_Synchaeta-pectinata_Lake_Rotoma,Synchaeta-pectinata (NA)(NZPLR210-12)(NA),Synchaeta-pectinata (NZPLR210-12)(Lake Rotoma),Synchaeta-pectinata (NZPLR210-12)(Lake Rotoma)
309,NZPLR247_13|Synchaeta_grimpii,NZPLR247-13|Synchaeta_grimpii,NZPLR247-13,Synchaeta-grimpii,Synchaeta grimpii,Synchaeta grimpii,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACF7161,NA,NA,NA,NA,NZPLR247-13_Synchaeta-grimpii_Raglan_Harbour,Synchaeta-grimpii (NA)(NZPLR247-13)(NA),Synchaeta-grimpii (NZPLR247-13)(Raglan Harbour),Synchaeta-grimpii (NZPLR247-13)(Raglan Harbour)
310,NZPLR248_13|Synchaeta_sp.,NZPLR248-13|Synchaeta_sp.,NZPLR248-13,Synchaeta-sp.,Synchaeta sp.,Synchaeta sp.,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACF7162,NA,NA,NA,NA,NZPLR248-13_Synchaeta-sp._Raglan_Harbour,Synchaeta-sp. (NA)(NZPLR248-13)(NA),Synchaeta-sp. (NZPLR248-13)(Raglan Harbour),Synchaeta-sp. (NZPLR248-13)(Raglan Harbour)
311,NZPLR249_13|Synchaeta_sp.,NZPLR249-13|Synchaeta_sp.,NZPLR249-13,Synchaeta-sp.,Synchaeta sp.,Synchaeta sp.,Raglan Harbour,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,BOLD:ACF7162,NA,NA,NA,NA,NZPLR249-13_Synchaeta-sp._Raglan_Harbour,Synchaeta-sp. (NA)(NZPLR249-13)(NA),Synchaeta-sp. (NZPLR249-13)(Raglan Harbour),Synchaeta-sp. (NZPLR249-13)(Raglan Harbour)
